ra,fase,turma,nome,ano_nasc,idade_22,genero,ano_ingresso,instituicao_de_ensino,pedra_20,pedra_21,pedra_22,pedra_21_raw,pedra_22_raw,pedra_21_num,pedra_22_num,evolucao_pedra,inde_22,inde_22_num,inde_num,cg,cf,ct,no_av,iaa,ieg,ips,ida,matem,portug,ingles,ipv,ian,ipp,ipp_num,cg_num,iaa_num,ieg_num,ips_num,ida_num,matem_num,portug_num,ingles_num,ipv_num,ian_num,dim_academica,dim_psicossocial,dim_psicopedagogica,sent_score,sent_len,inde_calc,defas,em_risco,avaliador1,rec_av1,avaliador2,rec_av2,avaliador3,rec_av3,avaliador4,rec_av4,rec_psicologia,indicado,atingiu_pv,fase_ideal,destaque_ieg,destaque_ida,destaque_ipv
RA-31,6,A,Aluno-31,2005,17,Menina,2019,Rede Decisão,Topázio,Topázio,Topázio,Topázio,Topázio,4.0,4,0.0,8.843,8.843,8.843,9.0,2,2,4,10.0,9.5,9.4,8.0,9.0,5.7,9.3,10.0,5.0,9.679704342469972,9.679704342469972,9.0,10.0,9.5,9.4,8.0,9.0,5.7,9.3,10.0,5.0,6.999999999999999,9.56,9.839852171234986,10,261,8.847970434246998,-1,0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,Sem limitações,Não,Sim,Fase 7 (3º EM),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-32,6,A,Aluno-32,2006,16,Menina,2018,Rede Decisão,Ametista,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.37,7.37,7.37,370.0,11,11,4,8.8,5.2,8.8,6.1,5.7,3.6,8.9,7.944,10.0,6.797043424699723,6.797043424699723,370.0,8.8,5.2,8.8,6.1,5.7,3.6,8.9,7.944,10.0,7.399999999999998,7.360000000000001,7.370521712349862,0,252,7.374104342469973,0,0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Promovido de Fase,Sem limitações,Não,Não,Fase 6 (2º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-33,6,A,Aluno-33,2005,17,Menina,2020,Escola Pública,Ágata,Ametista,Quartzo,Ametista,Quartzo,3.0,1,-2.0,4.952,4.952,4.952,824.0,17,17,4,0.0,4.6,7.5,4.8,9.0,1.6,3.7,6.0,5.0,4.875269479519557,4.875269479519557,824.0,0.0,4.6,7.5,4.8,9.0,1.6,3.7,6.0,5.0,4.866666666666666,4.84,5.437634739759779,-2,248,4.967526947951956,-1,1,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase atual,Avaliador-31,Promovido de Fase,Sem limitações,Não,Não,Fase 7 (3º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-34,6,A,Aluno-34,2005,17,Menino,2016,Rede Decisão,Ametista,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,6.259,6.259,6.259,692.0,13,13,4,9.6,4.8,8.1,3.8,4.7,4.0,2.8,7.278,5.0,6.156452109639668,6.156452109639668,692.0,9.6,4.8,8.1,3.8,4.7,4.0,2.8,7.278,5.0,4.199999999999999,7.08,6.717226054819833,2,256,6.143445210963967,-1,1,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Sem limitações,Não,Não,Fase 7 (3º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-35,6,A,Aluno-35,2005,17,Menina,2019,Rede Decisão,Ametista,Topázio,Topázio,Topázio,Topázio,4.0,4,0.0,8.965,8.965,8.965,5.0,1,1,4,10.0,9.6,9.4,8.5,9.0,7.1,9.3,10.0,5.0,10.0,10.0,5.0,10.0,9.6,9.4,8.5,9.0,7.1,9.3,10.0,5.0,7.333333333333333,9.6,10.0,10,261,9.0,-1,0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,Sem limitações,Não,Sim,Fase 7 (3º EM),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-36,6,A,Aluno-36,2005,17,Menina,2019,Rede Decisão,Topázio,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.876,7.876,7.876,177.0,7,7,4,9.2,9.0,6.9,6.8,8.5,4.3,7.8,8.944,5.0,8.078226054819833,8.078226054819833,177.0,9.2,9.0,6.9,6.8,8.5,4.3,7.8,8.944,5.0,6.199999999999999,8.2,8.511113027409918,6,262,7.6622226054819835,-1,0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,Sem limitações,Não,Sim,Fase 7 (3º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-37,6,A,Aluno-37,2005,17,Menina,2019,Rede Decisão,Ametista,Ágata,Quartzo,Ágata,Quartzo,2.0,1,-1.0,4.95,4.95,4.95,825.0,18,18,4,0.0,5.4,5.0,5.9,2.3,5.3,10.0,5.222,5.0,4.554973821989528,4.554973821989528,825.0,0.0,5.4,5.0,5.9,2.3,5.3,10.0,5.222,5.0,5.6,4.16,4.888486910994764,-1,250,4.737697382198953,-1,1,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase,Sem limitações,Não,Não,Fase 7 (3º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-38,6,A,Aluno-38,2005,17,Menina,2017,Rede Decisão,Ametista,Ametista,Topázio,Ametista,Topázio,3.0,4,1.0,8.523,8.523,8.523,31.0,4,4,4,9.2,8.9,7.5,8.6,9.0,7.0,9.7,9.833,5.0,9.039113027409917,9.039113027409917,31.0,9.2,8.9,7.5,8.6,9.0,7.0,9.7,9.833,5.0,7.399999999999998,8.4,9.436056513704958,10,259,8.307211302740992,-1,0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,Não indicado,Não,Sim,Fase 7 (3º EM),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-39,6,A,Aluno-39,2006,16,Menina,2017,Rede Decisão,Ametista,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,6.033,6.033,6.033,722.0,15,15,4,0.0,4.8,6.9,6.9,7.7,5.1,7.8,6.111,10.0,5.515860794579613,5.515860794579613,722.0,0.0,4.8,6.9,6.9,7.7,5.1,7.8,6.111,10.0,7.933333333333332,4.68,5.813430397289807,-1,246,5.882686079457962,0,1,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-28,Promovido de Fase,Avaliador-31,Promovido de Fase,Requer avaliação,Não,Não,Fase 6 (2º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-40,5,A,Aluno-40,2006,16,Menina,2016,Rede Decisão,Ametista,Ágata,Ametista,Ágata,Ametista,2.0,3,1.0,7.203,7.203,7.203,429.0,27,3,3,7.9,7.8,7.5,6.8,4.7,7.3,8.4,7.75,5.0,8.731136433631043,8.731136433631043,429.0,7.9,7.8,7.5,6.8,4.7,7.3,8.4,7.75,5.0,6.199999999999999,7.7,8.240568216815522,3,235,7.3581136433631045,-1,0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,Sem limitações,Não,Não,Fase 6 (2º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-41,5,A,Aluno-41,2005,17,Menino,2018,Escola Pública,Ágata,Ágata,Quartzo,Ágata,Quartzo,2.0,1,-1.0,5.581,5.581,5.581,777.0,51,9,3,9.2,6.1,5.0,5.6,6.3,2.5,8.0,4.375,5.0,6.338158299969203,6.338158299969203,777.0,9.2,6.1,5.0,5.6,6.3,2.5,8.0,4.375,5.0,5.399999999999999,6.279999999999999,5.356579149984602,-4,237,5.83131582999692,-2,1,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,Requer avaliação,Não,Não,Fase 7 (3º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-42,5,A,Aluno-42,2007,15,Menino,2019,Rede Decisão,Topázio,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,6.72,6.72,6.72,582.0,33,5,3,8.3,7.9,5.6,4.8,3.7,4.5,6.2,6.083,10.0,7.985833076686172,7.985833076686172,582.0,8.3,7.9,5.6,4.8,3.7,4.5,6.2,6.083,10.0,6.533333333333332,7.0600000000000005,7.034416538343087,-1,229,6.896883307668618,0,0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,,Requer avaliação,Não,Não,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-43,5,A,Aluno-43,2006,16,Menina,2019,Escola Pública,Ametista,Ágata,Quartzo,Ágata,Quartzo,2.0,1,-1.0,5.486,5.486,5.486,791.0,54,11,3,6.3,6.5,5.6,4.3,4.0,5.8,3.2,5.958,5.0,5.671388974437942,5.671388974437942,791.0,6.3,6.5,5.6,4.3,4.0,5.8,3.2,5.958,5.0,4.533333333333332,6.1,5.81469448721897,-4,240,5.572938897443794,-1,1,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,Requer avaliação,Não,Não,Fase 6 (2º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-44,5,A,Aluno-44,2005,17,Menina,2021,Escola Pública,,Ametista,Quartzo,Ametista,Quartzo,3.0,1,-2.0,5.542,5.542,5.542,785.0,52,10,3,5.0,5.9,7.5,3.0,2.3,3.5,3.2,7.292,5.0,6.017862642439175,6.017862642439175,785.0,5.0,5.9,7.5,3.0,2.3,3.5,3.2,7.292,5.0,3.6666666666666665,6.36,6.654931321219588,-3,237,5.610986264243918,-2,1,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,,Sem limitações,Sim,Não,Fase 7 (3º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-45,5,A,Aluno-45,2007,15,Menina,2019,Rede Decisão,Ametista,Topázio,Ametista,Topázio,Ametista,4.0,3,-1.0,7.591,7.591,7.591,277.0,17,2,3,7.9,8.9,5.6,6.8,6.3,5.2,8.8,7.417,10.0,9.287034185401911,9.287034185401911,277.0,7.9,8.9,5.6,6.8,6.3,5.2,8.8,7.417,10.0,7.866666666666666,7.380000000000001,8.352017092700956,1,233,7.720403418540192,0,0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,Requer avaliação,Não,Não,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-46,5,A,Aluno-46,2005,17,Menina,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.048,6.048,6.048,719.0,46,7,3,8.8,8.4,6.3,2.1,2.8,2.8,0.7,7.083,5.0,7.057283646442871,7.057283646442871,719.0,8.8,8.4,6.3,2.1,2.8,2.8,0.7,7.083,5.0,3.0666666666666664,7.640000000000001,7.070141823221436,-2,231,6.1540283646442875,-2,1,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,Sem limitações,Não,Não,Fase 7 (3º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-47,5,A,Aluno-47,2005,17,Menina,2022,Escola Pública,,,Quartzo,nan,Quartzo,,1,,5.677,5.677,5.677,762.0,49,8,3,7.9,6.3,7.5,2.1,2.5,2.2,1.5,7.042,5.0,6.684631967970434,6.684631967970434,762.0,7.9,6.3,7.5,2.1,2.5,2.2,1.5,7.042,5.0,3.0666666666666664,7.1,6.863315983985217,-4,235,5.842663196797044,-2,1,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,Sem limitações,Não,Não,Fase 7 (3º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-48,5,A,Aluno-48,2007,15,Menina,2017,Rede Decisão,Ametista,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,8.006,8.006,8.006,140.0,10,1,3,6.7,8.4,7.5,8.1,6.7,8.0,9.5,8.5,10.0,9.764397905759163,9.764397905759163,140.0,6.7,8.4,7.5,8.1,6.7,8.0,9.5,8.5,10.0,8.733333333333333,7.7,9.132198952879582,6,232,8.296439790575917,0,0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,Sem limitações,Não,Sim,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-49,5,A,Aluno-49,2005,17,Menina,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.304,6.304,6.304,687.0,42,6,3,7.5,7.4,7.5,3.9,1.5,4.2,6.2,7.042,5.0,7.456113335386511,7.456113335386511,687.0,7.5,7.4,7.5,3.9,1.5,4.2,6.2,7.042,5.0,4.266666666666666,7.460000000000001,7.249056667693257,-3,231,6.459811333538651,-2,1,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,,Sem limitações,Não,Não,Fase 7 (3º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-50,5,A,Aluno-50,2004,18,Menina,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.138,7.138,7.138,445.0,28,4,3,7.5,8.4,7.5,7.8,6.5,7.3,9.7,7.542,2.5,8.410840776101015,8.410840776101015,445.0,7.5,8.4,7.5,7.8,6.5,7.3,9.7,7.542,2.5,6.033333333333332,7.86,7.9764203880505065,5,224,7.335284077610102,-3,0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,,Sem limitações,Não,Não,Fase 8 (Universitários),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-51,5,B,Aluno-51,2005,17,Menina,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.488,6.488,6.488,645.0,39,13,3,8.8,7.6,7.5,5.0,4.5,4.5,6.0,6.5,5.0,5.475823837388358,5.475823837388358,645.0,8.8,7.6,7.5,5.0,4.5,4.5,6.0,6.5,5.0,4.999999999999999,7.800000000000001,5.98791191869418,-2,229,6.597582383738836,-2,1,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,Não atendido,Não,Não,Fase 7 (3º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-52,5,B,Aluno-52,2009,13,Menino,2018,Rede Decisão,Topázio,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.861,7.861,7.861,183.0,12,5,3,9.6,8.9,7.5,6.2,3.3,6.3,8.8,7.5,10.0,8.535571296581459,8.535571296581459,183.0,9.6,8.9,7.5,6.2,3.3,6.3,8.8,7.5,10.0,7.466666666666666,8.48,8.01778564829073,3,233,8.083557129658146,2,0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,Não atendido,Não,Não,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-53,5,B,Aluno-53,2005,17,Menino,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.725,6.725,6.725,579.0,32,11,3,9.2,7.0,7.5,7.0,6.0,8.0,,6.458,5.0,6.247305204804435,6.247305204804435,579.0,9.2,7.0,7.5,7.0,6.0,8.0,,6.458,5.0,6.333333333333333,7.640000000000001,6.352652602402218,-3,232,6.990530520480444,-2,0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,Não atendido,Não,Não,Fase 7 (3º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-54,5,B,Aluno-54,2006,16,Menina,2022,Escola Pública,,,Ágata,nan,Ágata,,2,,6.058,6.058,6.058,716.0,45,14,3,7.9,6.9,7.5,4.8,3.0,6.5,,6.125,5.0,5.02463812750231,5.02463812750231,716.0,7.9,6.9,7.5,4.8,3.0,6.5,,6.125,5.0,4.866666666666666,7.34,5.574819063751155,-4,236,6.244963812750231,-1,1,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,Não atendido,Não,Não,Fase 6 (2º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-55,5,B,Aluno-55,2006,16,Menina,2017,Escola Pública,Ametista,Ametista,Ágata,Ametista,Ágata,3.0,2,-1.0,6.576,6.576,6.576,634.0,38,12,3,7.1,7.6,5.6,7.5,6.7,7.8,7.9,6.5,5.0,5.796119494918386,5.796119494918386,634.0,7.1,7.6,5.6,7.5,6.7,7.8,7.9,6.5,5.0,6.666666666666666,6.699999999999999,6.148059747459193,0,225,6.57961194949184,-1,0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,,Requer avaliação,Não,Não,Fase 6 (2º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-56,5,B,Aluno-56,2007,15,Menina,2019,Rede Decisão,Topázio,Topázio,Topázio,Topázio,Topázio,4.0,4,0.0,8.404,8.404,8.404,46.0,7,1,3,10.0,10.0,7.5,7.0,4.5,6.5,10.0,8.25,10.0,9.842931937172775,9.842931937172775,46.0,10.0,10.0,7.5,7.0,4.5,6.5,10.0,8.25,10.0,8.0,9.0,9.046465968586388,2,239,8.709293193717278,0,0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,Sem limitações,Não,Não,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-57,5,B,Aluno-57,2006,16,Menino,2017,Rede Decisão,Ametista,Ametista,Ametista,Ametista,Ametista,3.0,3,0.0,7.305,7.305,7.305,388.0,25,10,3,7.1,8.1,5.6,8.4,9.0,7.0,9.3,7.875,5.0,6.724668925161687,6.724668925161687,388.0,7.1,8.1,5.6,8.4,9.0,7.0,9.3,7.875,5.0,7.266666666666666,6.9,7.299834462580844,6,240,7.089966892516168,-1,0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,,Requer avaliação,Não,Não,Fase 6 (2º EM),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-58,5,B,Aluno-58,2007,15,Menino,2017,Rede Decisão,Topázio,Topázio,Topázio,Topázio,Topázio,4.0,4,0.0,8.136,8.136,8.136,103.0,9,3,3,9.6,9.2,6.3,7.2,4.5,8.0,9.0,8.125,10.0,9.20234062211272,9.20234062211272,103.0,9.6,9.2,6.3,7.2,4.5,8.0,9.0,8.125,10.0,8.133333333333333,8.12,8.663670311056359,3,235,8.232734062211271,0,0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,Sem limitações,Não,Não,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-59,5,B,Aluno-59,2005,17,Menino,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.642,7.642,7.642,257.0,15,7,3,9.2,9.3,7.5,7.2,7.0,5.7,8.8,7.917,5.0,7.8688019710502,7.8688019710502,257.0,9.2,9.3,7.5,7.2,7.0,5.7,8.8,7.917,5.0,6.466666666666666,8.56,7.8929009855251,1,229,7.7985801971050215,-2,0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,Não atendido,Não,Não,Fase 7 (3º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-60,5,B,Aluno-60,2004,18,Menina,2021,Escola Pública,,Quartzo,Quartzo,Quartzo,Quartzo,1.0,1,0.0,5.537,5.537,5.537,787.0,53,16,3,6.7,6.0,7.5,4.9,5.0,6.2,3.5,6.167,2.5,4.226978749615029,4.226978749615029,787.0,6.7,6.0,7.5,4.9,5.0,6.2,3.5,6.167,2.5,4.1,6.74,5.196989374807514,-3,232,5.639397874961502,-3,1,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Alocado em Fase anterior,Avaliador-31,,Não atendido,Não,Não,Fase 8 (Universitários),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-61,5,B,Aluno-61,2007,15,Menino,2021,Escola Pública,,Ágata,Ametista,Ágata,Ametista,2.0,3,1.0,7.533,7.533,7.533,298.0,20,8,3,9.2,7.4,7.5,5.8,1.7,6.3,9.3,7.875,10.0,7.4437942716353565,7.4437942716353565,298.0,9.2,7.4,7.5,5.8,1.7,6.3,9.3,7.875,10.0,7.199999999999999,7.800000000000001,7.659397135817678,0,241,7.591879427163537,0,0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,Não atendido,Sim,Não,Fase 5 (1º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-62,5,B,Aluno-62,2005,17,Menino,2022,Escola Pública,,,Ametista,nan,Ametista,,3,,7.891,7.891,7.891,173.0,11,4,3,8.8,9.4,7.5,9.3,8.5,10.0,,7.25,5.0,8.855866954111487,8.855866954111487,173.0,8.8,9.4,7.5,9.3,8.5,10.0,,7.25,5.0,7.866666666666666,8.52,8.052933477055744,4,226,8.23058669541115,-2,0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-24,Mantido na Fase atual,Avaliador-31,,Não atendido,Sim,Não,Fase 7 (3º EM),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-63,5,B,Aluno-63,2006,16,Menino,2018,Rede Decisão,Ametista,Ametista,Topázio,Ametista,Topázio,3.0,4,1.0,8.282,8.282,8.282,64.0,8,2,3,8.3,9.1,8.8,8.7,8.2,8.2,9.7,9.417,5.0,9.522636279642747,9.522636279642747,64.0,8.3,9.1,8.8,8.7,8.2,8.2,9.7,9.417,5.0,7.466666666666666,8.82,9.469818139821372,7,240,8.543963627964274,-1,0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,Sem limitações,Não,Sim,Fase 6 (2º EM),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-64,5,B,Aluno-64,2006,16,Menino,2019,Escola Pública,Ametista,Topázio,Ametista,Topázio,Ametista,4.0,3,-1.0,7.368,7.368,7.368,372.0,23,9,3,7.1,8.1,8.1,7.5,4.8,8.2,9.4,8.25,5.0,7.07114259316292,7.07114259316292,372.0,7.1,8.1,8.1,7.5,4.8,8.2,9.4,8.25,5.0,6.666666666666666,7.9,7.66057129658146,2,239,7.482114259316292,-1,0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,Sem limitações,Sim,Não,Fase 6 (2º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
